,quote,class,good_or_bad
2429,دلل عظم قرآ إعجاز انه حين ذكر زوج ذكر لحب وإن ذكر ودة رحم سكن سكن نفس بعض ورح نفس بعض ات نف اج ا روم 21 انه رحم ودة فتح بيت رحم حوي لحب ضرر لحب شمل رحم يكد شهة قلب عدا رحم عمق لحب أصفى أطهر رحم عطف سان رقي ركب ففي لحب وفي ضحي وفي كار ذات وفي سمح وفي عطف وفي عفو وفي كرم كلن قدر لحب حكم جبل بشر قلل منا قدر رحم وبين حبب وحد يمكن رحم بقي طلب هوى نشو ولذ لهم اني سأل رحم لهم اني سأل ودة تدم لهم اني سأل سكن عطف قلب طيب لهم رحم ومن وإل,الرحمةُ,0
2430,انس يكون رحي لأن رحم جمع بشر وأن يكون ادب لأن ادب وحد قلب نافر,الرحمةُ,0
2431,امر كرم رحم امر لؤم قسة,الرحمةُ,0
2432,ضقت نفس مزق الش قلب سبد فكن موق بأن باب يفض رحم ونر هدى رحب باب اله قلب خلق طلق عند ربك باب غلق,الرحمةُ,0
2433,رحم أسرع سمع قرآ لقل الل عز وجل قرئ قرآ سمع أنص لعل رحم الل وجب,الرحمةُ,0
2434,قنط رحم الل وسع شيء اشد ذنب,الرحمةُ,0
2435,زال عقب بلا داع تعد رحم الل,الرحمةُ,0
2436,علم ؤمن الل عقب طمع بجن علم كفر الل رحم قنط جنت,الرحمةُ,0
2437,الم فصل خلق خلق دفع منه الى احض رحم خلق,الرحمةُ,0
2438,لأن عاس حية كثر سعد لذا عدم ابد رحم كبر,الرحمةُ,0
2439,زرع رحم ورد طرق غير حصد عبق ذكرى رحل,الرحمةُ,0
2440,حسب وفق عمل عمل نجي وان رحم الل,الرحمةُ,0
2441,يأس وقت الا جهل ان رحم سبق وقت سبق وقت,الرحمةُ,0
2442,عرف حدد احز بشر عرف رحم الل عبد,الرحمةُ,0
2443,فرج زهر نور طبع جذب يال رحم فين جذب طفل,الرحمةُ,0
2444,رحم نصف عدل,الرحمةُ,0
2445,يكن كرث بد رحم تقع سرع,الرحمةُ,0
2446,صبر ولح ـكم ولح ـب نصل ارض جمل رحم,الرحمةُ,0
2447,رئك دهن برح غئب حمل قلب رحم,الرحمةُ,0
2448,قلم رسل قلم رسل رحم وهد عطء,الرحمةُ,0
2449,لحر دوم رحم حقق الم,الرحمةُ,0
2450,حكم رحم,الرحمةُ,0
2451,كلم رحم ناس,الرحمةُ,0
2452,زاد قدر رحم عمل نفس زدت قدر خدم لقئ عمل اخر,الرحمةُ,0
2453,رحم ناس بين جئع مغب هضم أقفر جفن دمع ولاطمأنت جنب ضجع,الرحمةُ,0
2454,رحم محو شقء جمع محو لسن صبح دام ظلم,الرحمةُ,0
2455,يأس وقت ال جهل رحم سبق وقت سبق وقت,الرحمةُ,0
2456,رحماء قلل وهم ارك دنا أوتاد حفظ الل ارض عليها,الرحمةُ,0
2457,شيء عظم بسط ويم عبر كثر كلم فرد حرة عدل شرف سؤل رحم امل,الرحمةُ,0
2458,انس يكون رحي لأن رحم جمع بشر وأن يكون ادب لأن ادب وحد قلب نافر,الرحمةُ,0
2459,رحم لغة سمع اصم قرؤ عمى,الرحمةُ,0
2460,تحز نظر فرح تبك انس نظر شفق تضع قلب يدي نظر رحم فكر نظر عمل تقف كتف ايد نظر نتج تقف نظر دفع يأس نظر زرع امل دخل تمت وأن قيد حية,الرحمةُ,0
2461,قلم رسل قلم رسل رحم وهد عطء,الرحمةُ,0
2462,تمش ناس ال رحم عمل ال إنصاف,الرحمةُ,0
2463,خطأ تكون امر كثر همي رحم امر اقل همي,الرحمةُ,0
2464,رحم رحم فوق,الرحمةُ,0
2465,رحم رحم,الرحمةُ,0
2466,فلس رحم لون شفق عرض نبع رقة دئم دمث خلق شرف سير,الرحمةُ,0
2467,امر كرم رحم امر لؤم قسة,الرحمةُ,0
2468,قنط رحم الل وسع شيء اشد ذنب,الرحمةُ,0
2469,لأن عاس حية كثر سعد لذا عدم ابد رحم كبر,الرحمةُ,0
2470,رحم عمق لحب أصفى أطهر لحب وفي ضحي وفي كار ذات وفي سمح وفي عطف وفي عفو وفي كرم وكل قدر لحب حكم جبل بشر قلل منا قدر رحم,الرحمةُ,0
2471,الر حمة جمل لحب وهي كبر لحب عرف الر حمة عرف لحب لحب بوب رحم,الرحمةُ,0
2472,لحب بسط رحم محض لطف رحم شخص يعا آخر شعر رحم وفي لطف شخص منح آخر لقى لحب وجد شخص ربط تحد صرا فصل انا انت خفي تحب يعن فقد ذتك حبب,الرحمةُ,0
2473,لهم اني سأل رحم لهم اني سأل ودة تدم لهم سأل سكن عطف قلب طي با لهم رحم ال ومن وإل,الرحمةُ,0
2474,رحم عطف سان رقي لحب وفي اخة صدق حنن ضحي وفي كار ذات سمح عطف عفو وفي كرم ايض فكل قدر لحب قلل منا قدر رحم,الرحمةُ,0
2475,رحم ربط لحب ربط قوي فلل حبت أولاد رحم خطئ صفح عنهم ولل حبت أهل غفر خطء حصل سبب,الرحمةُ,0
2476,رحم حية ولل حية طعم الل خطب راهيم سلم بـ خلل سمى شيء لحب,الرحمةُ,0
2477,رحم كلم جمع لكل واع عطء اله فحن تكون عفى بدن فهذ رحم الل سبح وحن تكون كثر فهذ رحم وحن تكون رتح نفس توز ردد فعل فهذ رحم رحم الل عز وجل شمل شيء عطؤ رحم أدب رحم نعم ظهر علي رحم نعم بطن صئب رحم رحم عجل وهن رحم اجل رحم ادة رحم عني وهن رحم روح رحم شمل دنا اخر,الرحمةُ,0
2478,تعة دخل سعد لحب رحم قلب ناس خفف كهل الم أحز وأن أخذ قلب كسر سكن طمأ شعر هتم يحز لحز فرح فرح حين شعر متع ولذ دني تعة,الرحمةُ,0
2479,حقق امر كتل شعر حاسيس رحم جعل بشر شعر يدر حول أثر وجع اعي ننا أرواح شعر نصل ستى جمد,الرحمةُ,0
2480,طين وجع اذى جرح صغر شوك جبر رحم الل,الرحمةُ,0
2481,زال عقب بلا داع تعد رحم الل,الرحمةُ,0
2482,رحم جوهر قان خدم قان قسو ال طغة,الرحمةُ,0
2483,الم لكن مرض رحة حبب كسل ولل مرض فرس صحة جمل نزع رحم انس ولل صحة انس بجب بدر كرم ولل وجب كرم وجد انس حية عنى,الرحمةُ,0
2484,علم حية رحم صيل الن فس سان وأن قسة صيل الن فس ولس رسخ شعر طرئ ظهر رضة تدل وجد خلل حية انس,الرحمةُ,0
2485,رحم حاج مبر وجد وكل صفة صيل وجد كامتداد وجد انس وهي عطف طبع وقد نمو تقى أسباب خرج,الرحمةُ,0
2486,رحم ركز اهم ركز يقم عليها جمع جمع فرد شعر خلل عنى وحد الف لذلك نبغ عمل رحم عضن بعض نكن جمع سلم حضر تقدم,الرحمةُ,0
2487,طلب امر منك لتك رحي بسم وجه بئس قدم ورد يدي كسر فؤد قبل طبع وجه طفل فقد ديه,الرحمةُ,0
2488,رحم شيء بسط تضف نفس زيد سعد روح تكون سبب سعد انس لحظ كسر,الرحمةُ,0
2489,قال قسم ابن عسكر,الرحمةُ,0
2490,قال زين دين عرق,الرحمةُ,0
2491,قول حمد شكر لله,الشكرُ,0
2492,جمل عبر شكر قدر عرف,الشكرُ,0
2493,قدر صنع لحب عرف شكر جعل منح,الشكرُ,0
2494,شكر عمى رآة تعط,الشكرُ,0
2495,بعض شكر بخس فضل احا,الشكرُ,0
2496,صدق كفي حجت حقل زرع حبة حصد شكر ائد وقد لأن تأت الي جئع سعى ورء دفئ,الشكرُ,0
2497,شكر عمل وهب ولن أجل,الشكرُ,0
2498,شكر تدم نعم وبالإخلاص بقى امم وبالمعاصي تبد تهل,الشكرُ,0
2499,عفف زين فقر شكر زين غنى,الشكرُ,0
2500,زرع عرف حصد شكر,الشكرُ,0
2501,شكر فضل حول لمس زيد الل ناس,الشكرُ,0
2502,شكر ناس رغب بطن حصل خير,الشكرُ,0
2503,شكر تدم نعم,الشكرُ,0
2504,شكر نعم أنعم شكر,الشكرُ,0
2505,صنع تزل حفظ بقم دام شكر يسر جلت شكر جوز كفر جحد,الشكرُ,0
2506,عمل غلي تكون قوة وجه طلب والتي هتم قدم درس كمل وجه كانت تهم خلق طلب تفق تسد جمع نصح طيب مني شكر قدر أتمنى الل يجز خير مجهوداتك,الشكرُ,0
2507,جمل حية انس قدر علم غلب صعب شكر قدر علم غلي,الشكرُ,0
2508,خجل عبر شكر منك لأن كبر لقد قمت حول فشل نجح بهر لذلك فنح شكر جهد نقد عمل فأن فعل جدر تمز,الشكرُ,0
2509,لقد علم منك نجح سرر وأن حيل حقق عمل وأن فكر لهم حاج غرس عقل شكر قدم جهد قي مة,الشكرُ,0
2510,علم غلي لقد صنع آمل عظم عجز زرع فين بذر عرف شتى الو منا شكر قدر قدم اجل,الشكرُ,0
2511,ساذ فضل لقد انر درب عطء عرف فضل حقق هدف وصل سمى غنم عرف شكر أفضال ومجهوداتك قيم ننس,الشكرُ,0
2512,علم اعط كثر روى سقى درس علم ثقف ضح بوق جهد ونل نهي ثمر تعب شكر قدر جهد ثمن,الشكرُ,0
2513,اذت فضل نقد بذل اجل جهد ضنة فكن اهل شكر قدر لذلك وجب علي قدر فلك منا ثنء عرف,الشكرُ,0
2514,ابي غلي بعد ساف ومه بعد ايم يظل حبك ساك قلب مسك بكل شعر شكر,الشكرُ,0
2515,جمل يضع انس هدف حيت جمل ثمر هدف طمح يسو طمح لذا سحق مني عبر شكر عدد الو زهر قطر مطر,الشكرُ,0
2516,قدر همم ترد يأت وفق شكر ابي,الشكرُ,0
2517,شكر لمن هتم شعر ازل هتم ارس همم بعد شكر لمن هتم نظر قبل شكر ابي,الشكرُ,0
2518,شعر ابض تره ابك يحك قصة نعم تعش شكر ابي,الشكرُ,0
2519,شكر ابي أمر علم شيء رحل كمل رسل بوي كمل وجه شكر دهر اوف حقك شكر,الشكرُ,0
2520,فعل لأب شيء قبل شيء فقط أجل يرك فضل شكر ابي,الشكرُ,0
2521,ثقة لأب ببن خطو نجح شكر ابي,الشكرُ,0
2522,رجل صنع رجل وأن علم اكن رجل,الشكرُ,0
2523,عبر نفح نسم أرج زاهير خيط اصل رسل شكر عمق,الشكرُ,0
2524,عرف جمل شيم روح نبل شكر صدق روح نبل,الشكرُ,0
2525,شكر عمق قلب عطك دئم,الشكرُ,0
2526,كلم ثنء وفك حقك صدق شكر عطك,الشكرُ,0
2527,مت عون نعم صدق نعم لأخ نعم سند زدد سعد وأم جور دمك الل,الشكرُ,0
2528,خدم كلم شكر عبر قدر تفك قدر حرف لغة قلل أظل عجز عبر,الشكرُ,0
2529,رسل طير رسل شكر عرف تطر فضء لمع لاي نجم وصل كلم شكر تفق نجم عدد,الشكرُ,0
2530,صدق عند طلب منك عون سعد اتت بكل عند قوة حكم سعد نشل صيب شكر وأن اوف حقك شيء مكن يوف حقك اعد اكن جنب عمر ظرف وأن احب غيب حضر منى الل عز وجل يعط صحة عفي شكر قدم حاسيس نبع قلب أدم الل عزك أدم عطء,الشكرُ,0
2531,عبر حمد شكر لله,الشكرُ,0
2532,كلم شكر لله,الشكرُ,0
2533,شكر عطء تعص عطك,الشكرُ,0
2534,عفف زين فقر شكر زين غنى,الشكرُ,0
2535,شكر تدم نعم,الشكرُ,0
2536,قيد الل شكر الل,الشكرُ,0
2537,شكر جار ربح كسب فضل,الشكرُ,0
2538,اضع شكر فقد خطر نعم,الشكرُ,0
2539,نعم عبد الل دين دنا حاج شكر,الشكرُ,0
2540,شكر فقط عظم فضل فضل,الشكرُ,0
2541,صفة ؤمن يكون رخء شكر وفي بلء صبر,الشكرُ,0
2542,خير ايم مرء اغث ضطر حسب اجر ورت شكر,الشكرُ,0
2543,طرف نعم نفر اقص بقل شكر,الشكرُ,0
2544,مرء ذنب نعم صلح غفر شكر,الشكرُ,0
2545,نعم وصل شكر شكر تعلق زيد ولن قطع زيد الل قطع شكر عبد,الشكرُ,0
2546,شكر تدم نعم وبالإخلاص بقى امم وبالمعاصي تبد تهل,الشكرُ,0
2547,شكر عمل ولس لله لسن,الشكرُ,0
2548,سر رضا لتف وجد وغض طرف فقد وسر طمح بحث فقد حمد الل وجد,الشكرُ,0
2549,حمد حيز دئم سبق يجب علم,الشكرُ,0
2550,وت الب كبر نعم سحق حمد الل علي,الشكرُ,0
2551,صدق وفي نعم حية ثمن حظى شخص,الشكرُ,0
2552,نعم نسي بدأ حية جدد يوم,الشكرُ,0
2553,سيئ حيت نعم فلل عرف قيم رئع,الشكرُ,0
2554,الن سين احا نعم كبر عظم احي كبر نعم سبغ الل بشر,الشكرُ,0
2555,تكون محل ثقة نعم كبر كثر تكون حبب فقط,الشكرُ,0
2556,نعم الل زيت ملأ صبح لحب,الشكرُ,0
2557,حل نعم فص نها بدد سحق,الشكرُ,0
2558,عقل رضي كبر نعم يمكن مرء متع علم,الشكرُ,0
2559,سبح ربن حمد شكر طيب برك,الشكرُ,0
2560,لهم حمد نفد اول قطع اخر لهم حمد فأن اهل حمد عبد شكر,الشكرُ,0
2561,حمد ربى ضيق تسع ملء قلب ملء سمء,الشكرُ,0
2562,لهم حمد شكر نبغ جلل وجه عظم سلط,الشكرُ,0
2563,لهم حمد شكر ولى ولك حمد شكر اخر ولك حمد شكر ولك حمد شكر أنء ليل أطراف نهر وفي ودئ أبد,الشكرُ,0
2564,لهم حمد شكر سرء ضرء على حال قدر حمدلل رب علم,الشكرُ,0
2565,جمل دعي شكر حمد لله رب علم علا قهر ومل قدر وعف غفر علم ستر هزم نصر خلق نشر,الشكرُ,0
2566,لهم حمد شكر عدد ذرت كون سمو ارض بين ورء,الشكرُ,0
2567,حمد الر اق,الشكرُ,0
2568,عتب,الشكرُ,0
2569,حتر,الشكرُ,0
2570,لسن دين خطب,الشكرُ,0
2571,جمل حكم قول,الشفقةُ,0
