quote,class,good_or_bad
الأمل لا علاقة له بالمنطق.,التفاؤلُ,0
العقل القوي دائم الأمل، ولديه دائما ما يبعث على الأمل.,التفاؤلُ,0
صوت يهمس باذني باستمرار، أكاد اسمعه يقول.. ظلام الليل لن يطول.,التفاؤلُ,0
احياناً يغلق الله سبحانه وتعالى أمامنا باباً لكي يفتح لنا بابا آخر افضل منه، ولكن معظم الناس يضيع تركيزه ووقته وطاقته في النظر إلى الباب الذي أغلق، بدلا من باب الامل الذي انفتح أمامه على مصراعيه.,التفاؤلُ,0
الآمال العظيمة تصنع الاشخاص العظماء.,التفاؤلُ,0
حسناً يا صديقي، ليس ما يأخذونه منك هو المهم.. بل المهم هو ما تفعله بما يتبقى لديك.,التفاؤلُ,0
ليس المهم ما يحدث لك، بل المهم ما الذي ستفعله بما يحدث لك.,التفاؤلُ,0
في قلب كل شتاء ربيع نابض... ووراء كل ليل فجر باسم.,التفاؤلُ,0
لا يأس مع الحياة، ولا حياة مع اليأس.,التفاؤلُ,0
انها حماقة أن يسيطر اليأس على الإنسان، وفي اعتقادي أن اليأس نفسه خطيئة.. ولست واثقاً أنني أفكر باليأس أو أؤمن به.. هناك في الحياة أفراد يعيشون للتفكير في اليأس.. دعهم يفكروا فيه هم، أما أنت فلقد خلقت لتكون صياداً عظيماً.,التفاؤلُ,0
هناك شرخ في كل شيء.. فهكذا يدخل النور.,التفاؤلُ,0
هناك من يتذمر لأن للورد شوكاً، وهناك من يتفائل لان فوق الشوك وردة.,التفاؤلُ,0
اذا شعرت بالتشاؤم، تأمل الوردة.,التفاؤلُ,0
امنح كل يوم الفرصة لأن يكون أجمل أيام حياتك.,التفاؤلُ,0
الفرق بين نظرة الاسلام والنظرة التشاؤمية، هو أن الاسلام ينظر للحياة كما ينبغي أن تكون، أما التشاؤم فإنه ينظر للحياة كما هي.,التفاؤلُ,0
المتشائم.. أحمق يرى الضوء أمام عينيه، لكنه لا يصدق.,التفاؤلُ,0
أنا متشائم بسبب الذكاء، ولكني متفائل بسبب العزيمة.,التفاؤلُ,0
لا تخف من الظلال.. فإنها تعني أن هناك ضوءاً يسطع في مكان ما قريب.,التفاؤلُ,0
يموت الانسان حينما يفقد قدرته على التمني.. لاحينما يفتقد قدرته على التنفس.,التفاؤلُ,0
حتى لو فشلت.. يكفيك المحاولة.,التفاؤلُ,0
قطرات صغيرة تصنع جدولاً.,التفاؤلُ,0
من يعرف باب الأمل.. لايعرف كلمة مستحيل.,التفاؤلُ,0
عجباً أن القلب يعرف اليأس.. رغم انه الشمس تشرق كل يوم.,التفاؤلُ,0
اعرف ولا تنسى.. أن الله لايكلف نفساً إلا وسعها.,التفاؤلُ,0
قد يتخلى كل شيء معك ويبقى معك الله.. فكن مع الله ليبقى كل شيء معك.,التفاؤلُ,0
الصبر مفتاح أبواب اليأس وقوة النفس.. وقوة الجسد.. فاصبر!! فلا ضيق إلا بعده فرج.,التفاؤلُ,0
كل مصيبة تصبني في مدرسة الدهر.. لن تحطمي بل قوة جديدة لي.,التفاؤلُ,0
سيكون يومك مشابهاً للتعبير المرتسم على وجهك سواء، كان ذلك ابتساماً أو عبوساً.,التفاؤلُ,0
يرى المتشائم الصعوبة في كل فرصة ، أما المتفائل فيرى الفرصة في كل صعوبة.,التفاؤلُ,0
لو شعرت ببعد الناس عنك أو بوحشة أو غربة، فتذكر قربك من الله .,التفاؤلُ,0
كل عسير اذا استعنت بالله فهو يسير.,التفاؤلُ,0
حكم عن التفاؤل,التفاؤلُ,0
أقوال وحكم عن الأمل والتفاؤل,التفاؤلُ,0
التفاؤل هو الميزة الأكثر ارتباطاً بالنجاح والسعادة من أي شيء آخر.,التفاؤلُ,0
الصديق الحقيقي عندما يضيق صدرك، تجد عنده كل التفاؤل والأمل.,التفاؤلُ,0
المستحيل هي كلمة موجودة فقط في قاموس الحمقى.,التفاؤلُ,0
كثيراً من الناس يظن أن التفاؤل هو انتظار خروج وردة دون أن يزرعها بعد.,التفاؤلُ,0
لا أعلم ماذا يخبئ لي الغد، ولكني خبأت له التفاؤل.,التفاؤلُ,0
لا يجب أن ندع مخاوفنا تمنعنا من تحقيق أمانينا.,التفاؤلُ,0
المتفائل هو مسافر بلا رحلة يرحل من اللامكان إلى السعادة.,التفاؤلُ,0
الأمل هو تلك النافذة الصغيرة ، التي مهما صغر حجمها، إلا أنها تفتح آفـاقاً واسعة في الحياة.,التفاؤلُ,0
يصبح الإنسان عجوزاً حين تحل الأعذار محل الآمال.,التفاؤلُ,0
العقل القوي دائم الأمل، ولديه دائماً ما يبعث على الأمل.,التفاؤلُ,0
أجمل وأروع هندسة في العالم أن تبني جسراً من الأمل على نهر من اليأس.,التفاؤلُ,0
إذا فقدت مالك فقد ضاع منك شيء له قيمة، وإذا فقدت شرفك فقد ضاع منك شيء لا يقدر بقيمة ، وإذا فقدت الأمل فقد ضاع منك كل شيء.,التفاؤلُ,0
لولا الأمل في الغد لما عاش المظلوم حتى اليوم.,التفاؤلُ,0
الثقة بالله أزكى أمل، والتوكل عليه أوفى عمل.,التفاؤلُ,0
الإنسان دون أمل كالنّبات دون ماء، ودون ابتسامة، كوردة دون رائحة، ودون إيمان بالله وحش في قطيع لا يرحم.,التفاؤلُ,0
قد تمل النفس الجمود، وقد تمل شيئاً اعتادت عليه، فلا تجعل عبادتك لله جامدة، ولا تجعلها شيئاً روتينياً اعتدت على فعله، بل اجعلها طاقة روحية جبارة متحركة، تستمد منها الأمل والصبر.,التفاؤلُ,0
قد يتحول كل شي ضدك ويبقى الله معك، فكن مع الله يكن كل شي معك.,التفاؤلُ,0
عندما تصبح متفائلاً فكل شيء ممكن.,التفاؤلُ,0
التشاؤم يفضي إلى الضعف ، بينما التفاؤل يقودك إلى القوة.,التفاؤلُ,0
على الرغم من الحاضر الظالم، فإنني شديد التفاؤل، شديد الثقة بأن الفجر يقترب، وأن الصبح الوليد قادم لا محالة.,التفاؤلُ,0
يسعى الإنسان دوماً إلى السعادة وفي طريقه إلى ذلك يحتاج إلى ثلاثة أشياء : الأمل، والمغامرة، والتغيير.,التفاؤلُ,0
الإصرار على التفاؤل قد يصنع ما كان مستحيلاً.,التفاؤلُ,0
التفاؤل هو الإيمان الذي يؤدي إلى الإنجاز، فلا يمكن فعل شيء من دون أمل.,التفاؤلُ,0
تذكر يا صديقي، إن الأمل شيء جيد، والأشياء الجيدة لا تموت أبداً.,التفاؤلُ,0
الآمال العظيمة تصنع الأشخاص العظماء.,التفاؤلُ,0
ما دام في قلوبنا أمل سنحقق الحلم، سَنمضي إلى الأمام، ولن تقف في دروبنا الصِعاب، لندخل في سباق الحياة ونحقق الفوز بعزمنا، فاليأس والاستسلام ليست من شيمنا.,التفاؤلُ,0
أقوال وحكم في سوء الظن,حُسنِ الظنُ,0
عبارات عن سوء الظن بالناس,حُسنِ الظنُ,0
حسن الظن فضيلة، إلاّ إذا صادمه الواقع الملموس، فإنه يصبح بلهاً وغفلة.,حُسنِ الظنُ,0
أحسن الظن بالناس كأنهم كلهم خير، واعتمد على نفسك كأنه لا خير في الناس.,حُسنِ الظنُ,0
لأن تحسن الظن فتندم، خير من أن تسيء الظن فتندم.,حُسنِ الظنُ,0
حسن الظن بالله ركيزة مهمة من ركائز الإيمان والعقيدة.,حُسنِ الظنُ,0
من استطاع أن يحسن الظن بالله فقد نال السعادة الحقيقية في الدنيا، والنجاة في الآخرة .,حُسنِ الظنُ,0
لا تحسن الظن حد الغباء، ولا تسيء الظن حد الوسوسة، وليكن حسن ظنك ثقة، وسوء ظنك وقاية.,حُسنِ الظنُ,0
ألقِ حسن الظن على الخَلق، وسوء الظن على نفسك، لتكون من الأول في سلامة ومن الآخر على الزيادة.,حُسنِ الظنُ,0
حسن الظن ورطة، وسوء الظن عصمة.,حُسنِ الظنُ,0
إذا كان حسن الوجه يدعى فضيلة فإنّ جمال النفس أسمى وأفضل.,حُسنِ الظنُ,0
لا تبالغ في إحسان الظن بي كي لا أخذلك، ولا تسيء الظن بي كي لا  تظلمني، لكن اجعلني بدون ظنون كي أكون كما أنا.,حُسنِ الظنُ,0
وأكثرُ مَنْ تلقى يَسرُّك قَولُهُ، ولكِنْ قليلٌ مَنْ يَسرُّكَ فِعلُهُ، وقد كانَ حُسنُ الظَنِّ بعضَ مذاهبي، فأدّبني هذا الزَّمانُ وأهلُهُ.,حُسنِ الظنُ,0
لا يخيب الظن، إلا من أعطيته أكثر مما يستحق.,حُسنِ الظنُ,0
يقول غازي القصيبي:,حُسنِ الظنُ,0
حسن الظن، فضيلة من الفضائل الخلقية النفسية ذات الأثر الكبير في سلوك الفردِ وتماسك المجتمع.,حُسنِ الظنُ,0
حسن الظن يجب أن يكون مشفوعًا بالحيطة، واليقظة، والحذر.,حُسنِ الظنُ,0
إذا ظننت حق الظن في الله،  لعلمت أن المنع منه عين العطاء.,حُسنِ الظنُ,0
حسن الظن بالله ركيزة مهمة من العقيدة الإسلامية.,حُسنِ الظنُ,0
من أحسن الظن بالله نال السعادة الحقيقية بالدنيا والنجدة في الآخرة.,حُسنِ الظنُ,0
حسن الظن بالله أمر أوجبه الله .,حُسنِ الظنُ,0
الحزن يُضعف القلب، ويُوهن العزم، ويضر الإرادة، ولا شيء أحب إلى الشيطان من حزن المؤمن،  لذلك افرحوا واستبشروا وتفاءلوا وأحسنوا الظن بالله، وثقوا بما عند الله، وتوكلوا عليه وستجدون  السعادة والرضا في كل حال .,حُسنِ الظنُ,0
